"","usekernel","fL","adjust","Accuracy","Kappa","AccuracySD","KappaSD"
"1",FALSE,0,1,0.949260483574762,0.898477357934394,0.0121065289595815,0.0242423322448183
"2",TRUE,0,1,0.949260483574762,0.898477357934394,0.0121065289595815,0.0242423322448183
